submission_id;question_id;module_id;teacher;option_id;answer_value
5;12;6;Enzo F.;31;
5;13;6;Enzo F.;32;
5;13;6;Enzo F.;36;
5;13;6;Enzo F.;38;
6;13;6;Enzo F.;32;
6;13;6;Enzo F.;35;
6;13;6;Enzo F.;39;
5;14;6;Enzo F.;;Le sujet est actuel et motivant, mais le module pourrait être mieux cadré.
6;14;6;Enzo F.;;Le cours manque d’interaction. On a surtout l’impression d’écouter passivement sans être vraiment impliqués.
5;15;6;Enzo F.;;Les mises en pratique autour des LLM sont actuelles et particulièrement intéressantes.
6;15;6;Enzo F.;;Les outils présentés donnent un bon aperçu des possibilités offertes par l’intelligence artificielle générative.
4;16;6;Enzo F.;;Les enseignants sont très investis et savent rendre les cours intéressants. Les explications sont claires, les exemples sont pertinents et l’ambiance en cours donne envie de participer.
1;11;4;Thalita D.;24;
2;11;4;Thalita D.;25;
3;11;4;Thalita D.;24;
4;11;4;Thalita D.;24;
5;11;4;Thalita D.;24;
1;12;4;Thalita D.;26;
3;12;4;Thalita D.;26;
4;12;4;Thalita D.;28;
5;12;4;Thalita D.;31;
5;13;4;Thalita D.;33;
5;13;4;Thalita D.;36;
5;13;4;Thalita D.;38;
6;13;4;Thalita D.;32;
6;13;4;Thalita D.;35;
6;13;4;Thalita D.;39;
5;14;4;Thalita D.;;Le module est dense et le rythme est parfois trop rapide. Certaines notions complexes mériteraient d’être reprises plus progressivement avec plus d’exercices guidés.
6;14;4;Thalita D.;;Le rythme du cours est mal adapté. Certaines notions importantes sont survolées alors que d’autres moins utiles prennent beaucoup trop de temps.
5;15;4;Thalita D.;;Les sujets étudiés sont stimulants et les exemples donnent envie d’approfondir le machine learning.
6;15;4;Thalita D.;;La découverte des réseaux de neurones apporte des connaissances utiles pour de futurs projets.
4;16;4;Thalita D.;;J’ai beaucoup apprécié l’implication des professeurs. Ils rendent les séances dynamiques et accessibles, même lorsque les notions sont complexes.
1;11;5;Maksim K.;24;
2;11;5;Maksim K.;25;
3;11;5;Maksim K.;24;
4;11;5;Maksim K.;24;
5;11;5;Maksim K.;24;
1;12;5;Maksim K.;26;
3;12;5;Maksim K.;26;
4;12;5;Maksim K.;28;
5;12;5;Maksim K.;31;
5;13;5;Maksim K.;33;
5;13;5;Maksim K.;36;
5;13;5;Maksim K.;38;
6;13;5;Maksim K.;32;
6;13;5;Maksim K.;35;
6;13;5;Maksim K.;39;
5;14;5;Maksim K.;;Le cours manque parfois de pédagogie et d’exemples pratiques.
6;14;5;Maksim K.;;Je suis globalement déçu par ce cours. Je n’ai pas eu l’impression de progresser malgré le temps passé dessus.
5;15;5;Maksim K.;;Les applications concrètes du traitement du langage sont motivantes et utiles pour la suite.
6;15;5;Maksim K.;;Le module permet de découvrir plusieurs usages actuels du traitement automatique du langage.
4;16;5;Maksim K.;;Les enseignants sont motivants et à l’écoute. On sent qu’ils cherchent vraiment à nous accompagner et à nous faire comprendre les concepts en profondeur.
1;11;9;Issame B.;24;
2;11;9;Issame B.;25;
3;11;9;Issame B.;24;
4;11;9;Issame B.;24;
5;11;9;Issame B.;24;
1;12;9;Issame B.;26;
3;12;9;Issame B.;26;
4;12;9;Issame B.;28;
5;12;9;Issame B.;31;
5;13;9;Issame B.;35;
5;13;9;Issame B.;39;
6;13;9;Issame B.;32;
6;13;9;Issame B.;34;
6;13;9;Issame B.;39;
5;14;9;Issame B.;;Le module manque parfois de fil conducteur.
6;14;9;Issame B.;;Les objectifs du cours ne sont pas assez clairs. On ne comprend pas toujours pourquoi on étudie certaines notions.
5;15;9;Issame B.;;La démarche d’expérimentation donne des outils concrets pour prendre des décisions fondées sur les données.
6;15;9;Issame B.;;Les méthodes présentées sont utiles pour mesurer objectivement l’impact d’une expérimentation.
4;16;9;Issame B.;;Les enseignants sont motivants et à l’écoute. On sent qu’ils cherchent vraiment à nous accompagner et à nous faire comprendre les concepts en profondeur.
1;11;8;Florian L.;24;
2;11;8;Florian L.;25;
3;11;8;Florian L.;24;
4;11;8;Florian L.;24;
5;11;8;Florian L.;24;
1;12;8;Florian L.;26;
3;12;8;Florian L.;26;
4;12;8;Florian L.;28;
5;12;8;Florian L.;31;
5;13;8;Florian L.;32;
5;13;8;Florian L.;36;
6;13;8;Florian L.;32;
6;13;8;Florian L.;35;
6;13;8;Florian L.;39;
5;14;8;Florian L.;;Le contenu est pertinent, mais le cours pourrait être plus dynamique.
6;14;8;Florian L.;;Les séances sont souvent longues et peu engageantes. Il est difficile de rester concentré jusqu’au bout.
5;15;8;Florian L.;;Les sujets de sécurité et de protection des données sont essentiels et directement utiles.
6;15;8;Florian L.;;Les exemples de risques informatiques sensibilisent efficacement aux bonnes pratiques de sécurité.
4;16;8;Florian L.;;J’ai beaucoup apprécié l’implication des professeurs. Ils rendent les séances dynamiques et accessibles, même lorsque les notions sont complexes.
1;11;7;Cédrine M.;24;
2;11;7;Cédrine M.;25;
3;11;7;Cédrine M.;24;
4;11;7;Cédrine M.;24;
5;11;7;Cédrine M.;24;
1;12;7;Cédrine M.;26;
3;12;7;Cédrine M.;26;
4;12;7;Cédrine M.;28;
5;12;7;Cédrine M.;31;
5;13;7;Cédrine M.;32;
5;13;7;Cédrine M.;35;
5;13;7;Cédrine M.;38;
6;13;7;Cédrine M.;32;
6;13;7;Cédrine M.;35;
6;13;7;Cédrine M.;39;
5;14;7;Cédrine M.;;Le module semble important, mais il est parfois trop théorique.
6;14;7;Cédrine M.;;Je trouve que le contenu du cours n’est pas assez bien organisé. Il est difficile de savoir ce qui est vraiment important à retenir.
5;15;7;Cédrine M.;;Les notions de qualité et de gouvernance des données sont utiles pour comprendre les enjeux en entreprise.
6;15;7;Cédrine M.;;Le module montre clairement pourquoi des données fiables sont indispensables à un projet.
4;16;7;Cédrine M.;;Je suis très satisfait de la qualité des enseignements. Les professeurs sont disponibles, pédagogues et prennent le temps de répondre aux questions. Cela aide beaucoup à progresser.
1;11;7;Daniel B.;24;
2;11;7;Daniel B.;25;
3;11;7;Daniel B.;24;
4;11;7;Daniel B.;24;
5;11;7;Daniel B.;24;
1;12;7;Daniel B.;26;
3;12;7;Daniel B.;26;
4;12;7;Daniel B.;28;
5;12;7;Daniel B.;31;
5;13;7;Daniel B.;32;
5;13;7;Daniel B.;34;
5;13;7;Daniel B.;38;
6;13;7;Daniel B.;32;
6;13;7;Daniel B.;36;
6;13;7;Daniel B.;39;
5;14;7;Daniel B.;;Le module semble important, mais il est parfois trop théorique.
6;14;7;Daniel B.;;Le cours manque d’exemples pratiques. Sans application concrète, les notions restent abstraites et difficiles à assimiler.
5;15;7;Daniel B.;;Les exemples permettent de mesurer l’importance d’une stratégie de données fiable.
6;15;7;Daniel B.;;Les concepts abordés donnent de bons repères pour organiser la gouvernance des données.
4;16;7;Daniel B.;;Les cours sont bien organisés et les enseignants maîtrisent très bien leurs sujets. Les supports sont utiles et les notions importantes sont bien expliquées.
1;11;11;Hannah G.;24;
2;11;11;Hannah G.;25;
3;11;11;Hannah G.;24;
4;11;11;Hannah G.;24;
5;11;11;Hannah G.;24;
1;12;11;Hannah G.;26;
3;12;11;Hannah G.;26;
4;12;11;Hannah G.;28;
5;12;11;Hannah G.;31;
5;13;11;Hannah G.;32;
5;13;11;Hannah G.;38;
6;13;11;Hannah G.;32;
6;13;11;Hannah G.;35;
6;13;11;Hannah G.;39;
5;14;11;Hannah G.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
6;14;11;Hannah G.;;Le cours est trop théorique et pas assez appliqué. Pour apprendre efficacement, il faudrait davantage de pratique guidée.
5;15;11;Hannah G.;;Le cours permet de mieux comprendre les obligations juridiques liées aux données.
6;15;11;Hannah G.;;Les notions abordées sensibilisent aux responsabilités légales des futurs professionnels de la data.
4;16;11;Hannah G.;;Ce cours de qui contient le droits daccès aux donnée RGPD est intéressant.
1;11;11;Joey B. F.;24;
2;11;11;Joey B. F.;25;
3;11;11;Joey B. F.;24;
4;11;11;Joey B. F.;24;
5;11;11;Joey B. F.;24;
1;12;11;Joey B. F.;27;
3;12;11;Joey B. F.;26;
4;12;11;Joey B. F.;28;
5;12;11;Joey B. F.;31;
5;13;11;Joey B. F.;32;
5;13;11;Joey B. F.;39;
6;13;11;Joey B. F.;32;
6;13;11;Joey B. F.;35;
6;13;11;Joey B. F.;39;
5;14;11;Joey B. F.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
6;14;11;Joey B. F.;;Les supports ne sont pas suffisants pour travailler en autonomie. Il manque des exemples, des corrections et des explications détaillées.
5;15;11;Joey B. F.;;Les notions de RGPD abordées sont importantes pour les futurs projets professionnels.
6;15;11;Joey B. F.;;Le module donne des repères utiles pour manipuler des données personnelles de manière responsable.
4;16;11;Joey B. F.;;Ce cours de qui contient le droits daccés aux donnée RGPD est intéressant
1;11;11;Robert R.;24;
2;11;11;Robert R.;25;
3;11;11;Robert R.;24;
4;11;11;Robert R.;24;
5;11;11;Robert R.;24;
1;12;11;Robert R.;26;
3;12;11;Robert R.;26;
4;12;11;Robert R.;28;
5;12;11;Robert R.;31;
5;13;11;Robert R.;32;
5;13;11;Robert R.;37;
6;13;11;Robert R.;32;
6;13;11;Robert R.;39;
5;14;11;Robert R.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
6;14;11;Robert R.;;Le cours manque de lien avec des cas réels. Il est difficile de voir l’intérêt concret de ce qui est enseigné.
5;15;11;Robert R.;;Les exemples juridiques montrent concrètement les responsabilités liées au traitement des données.
6;15;11;Robert R.;;Les thèmes étudiés sont directement applicables aux projets utilisant des données personnelles.
4;16;11;Robert R.;;Ce cours de qui contient le droits daccès aux donnée RGPD est intéressant.
1;11;10;Ikram C.;24;
2;11;10;Ikram C.;25;
3;11;10;Ikram C.;24;
4;11;10;Ikram C.;24;
5;11;10;Ikram C.;24;
1;12;10;Ikram C.;26;
3;12;10;Ikram C.;26;
4;12;10;Ikram C.;28;
5;12;10;Ikram C.;31;
5;13;10;Ikram C.;32;
5;13;10;Ikram C.;38;
6;13;10;Ikram C.;32;
6;13;10;Ikram C.;36;
6;13;10;Ikram C.;39;
5;14;10;Ikram C.;;Le sujet est important, mais le cours reste parfois trop général.
6;14;10;Ikram C.;;Les corrections d’exercices ne sont pas assez détaillées. On ne comprend pas toujours nos erreurs ni comment s’améliorer.
5;15;10;Ikram C.;;Les débats éthiques poussent à prendre du recul sur les usages de la data et de l’IA.
6;15;10;Ikram C.;;Le module aide à identifier les conséquences humaines et sociales des décisions algorithmiques.
4;16;10;Ikram C.;;Lenseignante est très investie et sait rendre les cours intéressants. Les explications sont claires, les exemples sont pertinents et l’ambiance en cours donne envie de participer. Le cours mintéresse bien pour plus tard
1;11;12;Sonia T.;24;
2;11;12;Sonia T.;25;
3;11;12;Sonia T.;24;
4;11;12;Sonia T.;24;
5;11;12;Sonia T.;24;
1;12;12;Sonia T.;26;
3;12;12;Sonia T.;26;
4;12;12;Sonia T.;28;
5;12;12;Sonia T.;30;
5;13;12;Sonia T.;32;
5;13;12;Sonia T.;38;
6;13;12;Sonia T.;32;
6;13;12;Sonia T.;36;
6;13;12;Sonia T.;39;
5;14;12;Sonia T.;;Le thème est intéressant, mais le cours donne parfois l’impression de rester en surface.
6;14;12;Sonia T.;;Les séances manquent de cohérence entre elles. On a parfois l’impression que les chapitres ne sont pas vraiment reliés.
5;15;12;Sonia T.;;Le module sensibilise utilement à l’impact environnemental du numérique.
4;16;12;Sonia T.;;Ce cours qui évoque notament la notion de green IT et de réfléchir à notre planète est intéressant.
1;11;12;Sylvie M.;24;
2;11;12;Sylvie M.;25;
3;11;12;Sylvie M.;24;
4;11;12;Sylvie M.;24;
5;11;12;Sylvie M.;24;
1;12;12;Sylvie M.;26;
3;12;12;Sylvie M.;26;
4;12;12;Sylvie M.;28;
5;12;12;Sylvie M.;31;
5;13;12;Sylvie M.;32;
5;13;12;Sylvie M.;35;
6;13;12;Sylvie M.;32;
6;13;12;Sylvie M.;34;
6;13;12;Sylvie M.;39;
5;14;12;Sylvie M.;;Il faudrait davantage de liens avec les métiers de la data et de l’IA.
6;14;12;Sylvie M.;;Le cours pourrait être intéressant, mais la manière de l’enseigner le rend difficile à suivre et peu motivant.
5;15;12;Sylvie M.;;Les thèmes abordés encouragent à intégrer des pratiques plus responsables dans nos projets.
4;16;12;Sylvie M.;;Ce cours qui évoque notament la notion de green IT et de réfléchir à notre planète est intéressant.
1;11;13;Valentin B.;24;
2;11;13;Valentin B.;25;
3;11;13;Valentin B.;24;
4;11;13;Valentin B.;24;
5;11;13;Valentin B.;24;
1;12;13;Valentin B.;26;
3;12;13;Valentin B.;26;
4;12;13;Valentin B.;28;
5;12;13;Valentin B.;31;
5;13;13;Valentin B.;32;
5;13;13;Valentin B.;35;
5;13;13;Valentin B.;38;
6;13;13;Valentin B.;32;
6;13;13;Valentin B.;34;
6;13;13;Valentin B.;39;
5;14;13;Valentin B.;;Le module est original, mais les objectifs ne sont pas toujours évidents.
6;14;13;Valentin B.;;Les exercices proposés ne préparent pas assez bien aux évaluations. Il y a un décalage entre l’entraînement et ce qui est demandé ensuite.
5;15;13;Valentin B.;;Le module invite à questionner les limites des modèles et apporte un recul intéressant.
4;16;13;Valentin B.;;merci pour ce cours jai appris beaucoup de choses
1;11;16;Domenico M.;24;
2;11;16;Domenico M.;25;
3;11;16;Domenico M.;24;
4;11;16;Domenico M.;24;
5;11;16;Domenico M.;24;
1;12;16;Domenico M.;27;
3;12;16;Domenico M.;26;
4;12;16;Domenico M.;28;
5;12;16;Domenico M.;31;
5;13;16;Domenico M.;32;
5;13;16;Domenico M.;36;
5;13;16;Domenico M.;39;
6;13;16;Domenico M.;32;
6;13;16;Domenico M.;37;
5;14;16;Domenico M.;;Le module est complexe et manque parfois d’accompagnement.
6;14;16;Domenico M.;;Globalement, je suis insatisfait de ce cours. Il manque de clarté, d’organisation et d’exemples concrets pour permettre une bonne compréhension.
5;15;16;Domenico M.;;La découverte des graphes et de leurs applications en machine learning est particulièrement intéressante.
4;16;16;Domenico M.;;Trop passioné par ce cours moi qui veut crée mon propre facebook
1;11;15;Guillaume D.;24;
2;11;15;Guillaume D.;25;
3;11;15;Guillaume D.;24;
4;11;15;Guillaume D.;24;
5;11;15;Guillaume D.;24;
1;12;15;Guillaume D.;27;
3;12;15;Guillaume D.;26;
4;12;15;Guillaume D.;28;
5;12;15;Guillaume D.;31;
5;13;15;Guillaume D.;32;
5;13;15;Guillaume D.;33;
5;13;15;Guillaume D.;39;
6;13;15;Guillaume D.;32;
6;13;15;Guillaume D.;38;
6;13;15;Guillaume D.;39;
5;14;15;Guillaume D.;;Le sujet est très utile, mais le cours pourrait être mieux structuré.
6;14;15;Guillaume D.;;Le contenu est présenté de manière trop confuse. Même en étant attentif, il est difficile de suivre le raisonnement.
5;15;15;Guillaume D.;;Le passage du prototype à la production apporte une vision très concrète du cycle de vie d’un projet.
4;16;15;Guillaume D.;;jadore codé ce cours est incroyable.
1;11;17;Abelle C.;24;
2;11;17;Abelle C.;25;
3;11;17;Abelle C.;24;
4;11;17;Abelle C.;24;
5;11;17;Abelle C.;24;
1;12;17;Abelle C.;27;
3;12;17;Abelle C.;26;
4;12;17;Abelle C.;28;
5;12;17;Abelle C.;31;
5;13;17;Abelle C.;33;
5;13;17;Abelle C.;38;
6;13;17;Abelle C.;35;
6;13;17;Abelle C.;39;
5;14;17;Abelle C.;;Le module est intéressant, mais parfois difficile à suivre.
6;14;17;Abelle C.;;Je n’ai pas été satisfait de l’accompagnement. Lorsqu’on ne comprend pas, il est difficile d’obtenir une explication claire.
5;15;17;Abelle C.;;Les applications en télédétection et en vision par ordinateur sont concrètes et motivantes.
4;16;17;Abelle C.;;ce cours est incroyable qui est très utile pour faire de lIA santé.
1;11;17;Antoine G.;24;
2;11;17;Antoine G.;25;
3;11;17;Antoine G.;24;
4;11;17;Antoine G.;25;
5;11;17;Antoine G.;24;
1;12;17;Antoine G.;28;
3;12;17;Antoine G.;26;
5;12;17;Antoine G.;31;
6;13;17;Antoine G.;34;
6;13;17;Antoine G.;35;
6;14;17;Antoine G.;;Je n’ai pas apprécié la manière dont le cours est mené. Il manque de clarté, de dynamisme et de méthode.
1;11;14;Abdoul Salam D.;24;
2;11;14;Abdoul Salam D.;25;
3;11;14;Abdoul Salam D.;24;
4;11;14;Abdoul Salam D.;24;
5;11;14;Abdoul Salam D.;24;
1;12;14;Abdoul Salam D.;28;
3;12;14;Abdoul Salam D.;26;
4;12;14;Abdoul Salam D.;28;
5;12;14;Abdoul Salam D.;31;
5;13;14;Abdoul Salam D.;33;
5;13;14;Abdoul Salam D.;35;
5;13;14;Abdoul Salam D.;39;
6;13;14;Abdoul Salam D.;32;
6;13;14;Abdoul Salam D.;35;
6;13;14;Abdoul Salam D.;39;
5;14;14;Abdoul Salam D.;;ras
6;14;14;Abdoul Salam D.;;Je trouve que le cours manque de pédagogie. Il faudrait prendre plus de temps pour expliquer les bases avant d’aller vers des notions avancées.
5;15;14;Abdoul Salam D.;;Les méthodes de séries temporelles sont utiles et ouvrent de nombreuses possibilités d’application.
4;16;14;Abdoul Salam D.;;merci pour ce cours jai appris beaucoup de choses
1;11;20;Louis G.;24;
2;11;20;Louis G.;25;
3;11;20;Louis G.;25;
4;11;20;Louis G.;24;
5;11;20;Louis G.;24;
1;12;20;Louis G.;27;
4;12;20;Louis G.;28;
5;12;20;Louis G.;31;
5;13;20;Louis G.;32;
5;13;20;Louis G.;35;
5;13;20;Louis G.;39;
6;13;20;Louis G.;32;
6;13;20;Louis G.;35;
5;14;20;Louis G.;;Le module est utile sur le principe, mais il pourrait être plus concret.
6;14;20;Louis G.;;Le cours manque clairement de structure. On passe d’un sujet à l’autre sans vraie logique, ce qui rend la compréhension très difficile.
5;15;20;Louis G.;;Les échanges autour du monde professionnel donnent des repères utiles pour préparer la suite.
1;11;18;Olivier D.;24;
2;11;18;;25;
3;11;18;Luigi N.;24;
4;11;18;Olivier D.;24;
5;11;18;Luigi N.;24;
6;11;18;Olivier D.;24;
1;12;18;Olivier D.;28;
3;12;18;Luigi N.;26;
4;12;18;Olivier D.;28;
5;12;18;Luigi N.;31;
6;12;18;Olivier D.;31;
5;13;18;Luigi N.;32;
5;13;18;Luigi N.;35;
5;13;18;Luigi N.;39;
6;13;18;Olivier D.;32;
6;13;18;Olivier D.;39;
5;14;18;Luigi N.;;L’accompagnement agile pourrait être plus régulier et plus concret.
6;14;18;Olivier D.;;Je suis globalement déçu par ce cours. Je n’ai pas eu l’impression de progresser malgré le temps passé dessus.
5;15;18;Luigi N.;;L’accompagnement agile aide à structurer le projet et à mieux organiser le travail d’équipe.
4;16;18;Olivier D.;;Notre projet de Semestre avec google cest très bien passé :)
1;11;19;Thalita D.;24;
2;11;19;;25;
3;11;19;Xavier C.;24;
4;11;19;Thalita D.;24;
5;11;19;Xavier C.;24;
6;11;19;Thalita D.;24;
1;12;19;Thalita D.;27;
3;12;19;Xavier C.;26;
4;12;19;Thalita D.;28;
5;12;19;Xavier C.;31;
6;12;19;Thalita D.;31;
5;13;19;Xavier C.;32;
5;13;19;Xavier C.;38;
5;13;19;Xavier C.;39;
6;13;19;Thalita D.;35;
6;13;19;Thalita D.;39;
5;14;19;Xavier C.;;Le suivi technique est utile, mais il pourrait être plus approfondi.
6;14;19;Thalita D.;;Les évaluations ne correspondent pas toujours à ce qui a été réellement travaillé en cours, ce qui donne un sentiment d’injustice.
5;15;19;Xavier C.;;Le suivi technique a permis de sécuriser plusieurs choix d’architecture du projet.
4;16;19;Thalita D.;;Notre projet de Semestre avec google cest très bien passé :)
6;11;1;Théo B.;24;
6;12;1;Théo B.;31;
6;11;2;Xavier C.;24;
6;12;2;Xavier C.;31;
6;11;3;Xavier C.;24;
6;12;3;Xavier C.;31;
6;11;4;Thalita D.;24;
6;12;4;Thalita D.;31;
6;11;5;Maksim K.;24;
6;12;5;Maksim K.;31;
6;11;6;Enzo F.;24;
6;12;6;Enzo F.;31;
6;11;7;Cédrine M.;24;
6;12;7;Cédrine M.;31;
6;11;7;Daniel B.;24;
6;12;7;Daniel B.;31;
6;11;8;Florian L.;24;
6;12;8;Florian L.;31;
6;11;9;Issame B.;24;
6;12;9;Issame B.;31;
6;11;10;Ikram C.;24;
6;12;10;Ikram C.;31;
6;11;11;Hannah G.;24;
6;12;11;Hannah G.;31;
6;11;11;Joey B. F.;24;
6;12;11;Joey B. F.;31;
6;11;11;Robert R.;24;
6;12;11;Robert R.;31;
6;11;12;Sonia T.;24;
6;12;12;Sonia T.;31;
6;11;12;Sylvie M.;24;
6;12;12;Sylvie M.;31;
6;11;13;Valentin B.;24;
6;12;13;Valentin B.;31;
6;11;14;Abdoul Salam D.;24;
6;12;14;Abdoul Salam D.;31;
6;11;15;Guillaume D.;24;
6;12;15;Guillaume D.;31;
6;11;16;Domenico M.;24;
6;12;16;Domenico M.;31;
6;11;17;Abelle C.;24;
6;12;17;Abelle C.;31;
6;11;17;Antoine G.;24;
6;12;17;Antoine G.;31;
6;11;20;Louis G.;24;
6;12;20;Louis G.;31;
5;13;17;Antoine G.;37;
5;14;17;Antoine G.;;Les explications et les retours auraient gagné à être plus réguliers et plus détaillés.
1;17;;;;10
2;17;;;;10
3;17;;;;10
4;17;;;;9
5;17;;;;9
6;17;;;;9
7;1;;;2;
7;5;;;;Les espaces communs sont agréables et favorisent les échanges.
7;6;;;15;
7;10;;;;Les travaux en groupe développent efficacement l'autonomie et la communication.
7;11;1;Théo B.;25;
7;11;2;Xavier C.;24;
7;12;2;Xavier C.;31;
7;13;2;Xavier C.;33;
7;13;2;Xavier C.;36;
7;13;2;Xavier C.;39;
7;14;2;Xavier C.;;Les consignes des exercices pourraient être plus détaillées et mieux illustrées.
7;15;2;Xavier C.;;Le projet permet de comprendre concrètement l'utilité des concepts abordés.
7;11;3;Xavier C.;24;
7;12;3;Xavier C.;30;
7;13;3;Xavier C.;36;
7;13;3;Xavier C.;39;
7;14;3;Xavier C.;;Certains prérequis auraient mérité un rappel avant d'aborder les notions avancées.
7;15;3;Xavier C.;;Les exemples professionnels donnent du sens aux notions étudiées.
7;11;4;Thalita D.;24;
7;12;4;Thalita D.;29;
7;13;4;Thalita D.;39;
7;14;4;Thalita D.;;Les retours sur les travaux pourraient être plus réguliers et plus précis.
7;11;5;Maksim K.;25;
7;11;6;Enzo F.;24;
7;12;6;Enzo F.;27;
7;11;7;Cédrine M.;24;
7;12;7;Cédrine M.;26;
7;16;7;Cédrine M.;;Les objectifs sont clairement annoncés et la progression est cohérente.
7;11;7;Daniel B.;25;
7;11;8;Florian L.;24;
7;12;8;Florian L.;31;
7;13;8;Florian L.;35;
7;13;8;Florian L.;38;
7;13;8;Florian L.;33;
7;14;8;Florian L.;;La préparation de l'évaluation pourrait être davantage structurée.
7;15;8;Florian L.;;Les ressources complémentaires permettent de progresser après les séances.
7;11;9;Issame B.;25;
7;11;10;Ikram C.;24;
7;12;10;Ikram C.;29;
7;13;10;Ikram C.;33;
7;14;10;Ikram C.;;Les objectifs attendus ne sont pas toujours assez explicites au début des activités.
7;11;11;Joey B. F.;24;
7;12;11;Joey B. F.;28;
7;16;11;Joey B. F.;;Le cours est bien structuré et les exemples facilitent la compréhension.
7;11;11;Robert R.;25;
7;11;11;Hannah G.;24;
7;12;11;Hannah G.;30;
7;13;11;Hannah G.;38;
7;13;11;Hannah G.;33;
7;14;11;Hannah G.;;Certains prérequis auraient mérité un rappel avant d'aborder les notions avancées.
7;15;11;Hannah G.;;Les exemples professionnels donnent du sens aux notions étudiées.
7;11;12;Sonia T.;24;
7;12;12;Sonia T.;27;
7;11;12;Sylvie M.;24;
7;12;12;Sylvie M.;28;
