submission_id;question_id;module_id;teacher;option_id;answer_value
24;16;47;Cédrine M.;;Je suis très satisfait de la qualité des enseignements. Les professeurs sont disponibles, pédagogues et prennent le temps de répondre aux questions. Cela aide beaucoup à progresser.
21;11;47;Daniel B.;24;
22;11;47;Daniel B.;25;
23;11;47;Daniel B.;24;
24;11;47;Daniel B.;24;
25;11;47;Daniel B.;24;
21;12;47;Daniel B.;26;
23;12;47;Daniel B.;26;
24;12;47;Daniel B.;28;
25;12;47;Daniel B.;31;
25;13;47;Daniel B.;32;
25;13;47;Daniel B.;34;
25;13;47;Daniel B.;38;
26;13;47;Daniel B.;32;
26;13;47;Daniel B.;36;
26;13;47;Daniel B.;39;
25;14;47;Daniel B.;;Le module semble important, mais il est parfois trop théorique.
26;14;47;Daniel B.;;Le cours manque d’exemples pratiques. Sans application concrète, les notions restent abstraites et difficiles à assimiler.
25;15;47;Daniel B.;;Les exemples permettent de mesurer l’importance d’une stratégie de données fiable.
26;15;47;Daniel B.;;Les concepts abordés donnent de bons repères pour organiser la gouvernance des données.
24;16;47;Daniel B.;;Les cours sont bien organisés et les enseignants maîtrisent très bien leurs sujets. Les supports sont utiles et les notions importantes sont bien expliquées.
21;11;51;Hannah G.;24;
22;11;51;Hannah G.;25;
23;11;51;Hannah G.;24;
24;11;51;Hannah G.;24;
25;11;51;Hannah G.;24;
21;12;51;Hannah G.;26;
23;12;51;Hannah G.;26;
24;12;51;Hannah G.;28;
25;12;51;Hannah G.;31;
25;13;51;Hannah G.;32;
25;13;51;Hannah G.;38;
26;13;51;Hannah G.;32;
26;13;51;Hannah G.;35;
26;13;51;Hannah G.;39;
25;14;51;Hannah G.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
26;14;51;Hannah G.;;Le cours est trop théorique et pas assez appliqué. Pour apprendre efficacement, il faudrait davantage de pratique guidée.
25;15;51;Hannah G.;;Le cours permet de mieux comprendre les obligations juridiques liées aux données.
26;15;51;Hannah G.;;Les notions abordées sensibilisent aux responsabilités légales des futurs professionnels de la data.
24;16;51;Hannah G.;;Ce cours de qui contient le droits daccès aux donnée RGPD est intéressant.
21;11;51;Joey B. F.;24;
22;11;51;Joey B. F.;25;
23;11;51;Joey B. F.;24;
24;11;51;Joey B. F.;24;
25;11;51;Joey B. F.;24;
21;12;51;Joey B. F.;27;
23;12;51;Joey B. F.;26;
24;12;51;Joey B. F.;28;
25;12;51;Joey B. F.;31;
25;13;51;Joey B. F.;32;
25;13;51;Joey B. F.;39;
26;13;51;Joey B. F.;32;
26;13;51;Joey B. F.;35;
26;13;51;Joey B. F.;39;
25;14;51;Joey B. F.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
26;14;51;Joey B. F.;;Les supports ne sont pas suffisants pour travailler en autonomie. Il manque des exemples, des corrections et des explications détaillées.
25;15;51;Joey B. F.;;Les notions de RGPD abordées sont importantes pour les futurs projets professionnels.
26;15;51;Joey B. F.;;Le module donne des repères utiles pour manipuler des données personnelles de manière responsable.
24;16;51;Joey B. F.;;Ce cours de qui contient le droits daccés aux donnée RGPD est intéressant
21;11;51;Robert R.;24;
22;11;51;Robert R.;25;
23;11;51;Robert R.;24;
24;11;51;Robert R.;24;
25;11;51;Robert R.;24;
21;12;51;Robert R.;26;
23;12;51;Robert R.;26;
24;12;51;Robert R.;28;
25;12;51;Robert R.;31;
25;13;51;Robert R.;32;
25;13;51;Robert R.;37;
26;13;51;Robert R.;32;
26;13;51;Robert R.;39;
25;14;51;Robert R.;;Le contenu juridique est utile, mais il est difficile à suivre sans synthèse claire.
26;14;51;Robert R.;;Le cours manque de lien avec des cas réels. Il est difficile de voir l’intérêt concret de ce qui est enseigné.
25;15;51;Robert R.;;Les exemples juridiques montrent concrètement les responsabilités liées au traitement des données.
26;15;51;Robert R.;;Les thèmes étudiés sont directement applicables aux projets utilisant des données personnelles.
24;16;51;Robert R.;;Ce cours de qui contient le droits daccès aux donnée RGPD est intéressant.
21;11;50;Ikram C.;24;
22;11;50;Ikram C.;25;
23;11;50;Ikram C.;24;
24;11;50;Ikram C.;24;
25;11;50;Ikram C.;24;
21;12;50;Ikram C.;26;
23;12;50;Ikram C.;26;
24;12;50;Ikram C.;28;
25;12;50;Ikram C.;31;
25;13;50;Ikram C.;32;
25;13;50;Ikram C.;38;
26;13;50;Ikram C.;32;
26;13;50;Ikram C.;36;
26;13;50;Ikram C.;39;
25;14;50;Ikram C.;;Le sujet est important, mais le cours reste parfois trop général.
26;14;50;Ikram C.;;Les corrections d’exercices ne sont pas assez détaillées. On ne comprend pas toujours nos erreurs ni comment s’améliorer.
25;15;50;Ikram C.;;Les débats éthiques poussent à prendre du recul sur les usages de la data et de l’IA.
26;15;50;Ikram C.;;Le module aide à identifier les conséquences humaines et sociales des décisions algorithmiques.
24;16;50;Ikram C.;;Lenseignante est très investie et sait rendre les cours intéressants. Les explications sont claires, les exemples sont pertinents et l’ambiance en cours donne envie de participer. Le cours mintéresse bien pour plus tard
21;11;52;Sonia T.;24;
22;11;52;Sonia T.;25;
23;11;52;Sonia T.;24;
24;11;52;Sonia T.;24;
25;11;52;Sonia T.;24;
21;12;52;Sonia T.;26;
23;12;52;Sonia T.;26;
24;12;52;Sonia T.;28;
25;12;52;Sonia T.;30;
25;13;52;Sonia T.;32;
25;13;52;Sonia T.;38;
26;13;52;Sonia T.;32;
26;13;52;Sonia T.;36;
26;13;52;Sonia T.;39;
25;14;52;Sonia T.;;Le thème est intéressant, mais le cours donne parfois l’impression de rester en surface.
26;14;52;Sonia T.;;Les séances manquent de cohérence entre elles. On a parfois l’impression que les chapitres ne sont pas vraiment reliés.
25;15;52;Sonia T.;;Le module sensibilise utilement à l’impact environnemental du numérique.
24;16;52;Sonia T.;;Ce cours qui évoque notament la notion de green IT et de réfléchir à notre planète est intéressant.
21;11;52;Sylvie M.;24;
22;11;52;Sylvie M.;25;
23;11;52;Sylvie M.;24;
24;11;52;Sylvie M.;24;
25;11;52;Sylvie M.;24;
21;12;52;Sylvie M.;26;
23;12;52;Sylvie M.;26;
24;12;52;Sylvie M.;28;
25;12;52;Sylvie M.;31;
25;13;52;Sylvie M.;32;
25;13;52;Sylvie M.;35;
26;13;52;Sylvie M.;32;
26;13;52;Sylvie M.;34;
26;13;52;Sylvie M.;39;
25;14;52;Sylvie M.;;Il faudrait davantage de liens avec les métiers de la data et de l’IA.
26;14;52;Sylvie M.;;Le cours pourrait être intéressant, mais la manière de l’enseigner le rend difficile à suivre et peu motivant.
25;15;52;Sylvie M.;;Les thèmes abordés encouragent à intégrer des pratiques plus responsables dans nos projets.
24;16;52;Sylvie M.;;Ce cours qui évoque notament la notion de green IT et de réfléchir à notre planète est intéressant.
21;11;53;Valentin B.;24;
22;11;53;Valentin B.;25;
23;11;53;Valentin B.;24;
24;11;53;Valentin B.;24;
25;11;53;Valentin B.;24;
21;12;53;Valentin B.;26;
23;12;53;Valentin B.;26;
24;12;53;Valentin B.;28;
25;12;53;Valentin B.;31;
25;13;53;Valentin B.;32;
25;13;53;Valentin B.;35;
25;13;53;Valentin B.;38;
26;13;53;Valentin B.;32;
26;13;53;Valentin B.;34;
26;13;53;Valentin B.;39;
25;14;53;Valentin B.;;Le module est original, mais les objectifs ne sont pas toujours évidents.
26;14;53;Valentin B.;;Les exercices proposés ne préparent pas assez bien aux évaluations. Il y a un décalage entre l’entraînement et ce qui est demandé ensuite.
25;15;53;Valentin B.;;Le module invite à questionner les limites des modèles et apporte un recul intéressant.
24;16;53;Valentin B.;;merci pour ce cours jai appris beaucoup de choses
21;11;56;Domenico M.;24;
22;11;56;Domenico M.;25;
23;11;56;Domenico M.;24;
24;11;56;Domenico M.;24;
25;11;56;Domenico M.;24;
21;12;56;Domenico M.;27;
23;12;56;Domenico M.;26;
24;12;56;Domenico M.;28;
25;12;56;Domenico M.;31;
25;13;56;Domenico M.;32;
25;13;56;Domenico M.;36;
25;13;56;Domenico M.;39;
26;13;56;Domenico M.;32;
26;13;56;Domenico M.;37;
25;14;56;Domenico M.;;Le module est complexe et manque parfois d’accompagnement.
26;14;56;Domenico M.;;Globalement, je suis insatisfait de ce cours. Il manque de clarté, d’organisation et d’exemples concrets pour permettre une bonne compréhension.
25;15;56;Domenico M.;;La découverte des graphes et de leurs applications en machine learning est particulièrement intéressante.
24;16;56;Domenico M.;;Trop passioné par ce cours moi qui veut crée mon propre facebook
21;11;55;Guillaume D.;24;
22;11;55;Guillaume D.;25;
23;11;55;Guillaume D.;24;
24;11;55;Guillaume D.;24;
25;11;55;Guillaume D.;24;
21;12;55;Guillaume D.;27;
23;12;55;Guillaume D.;26;
24;12;55;Guillaume D.;28;
25;12;55;Guillaume D.;31;
25;13;55;Guillaume D.;32;
25;13;55;Guillaume D.;33;
25;13;55;Guillaume D.;39;
26;13;55;Guillaume D.;32;
26;13;55;Guillaume D.;38;
26;13;55;Guillaume D.;39;
25;14;55;Guillaume D.;;Le sujet est très utile, mais le cours pourrait être mieux structuré.
26;14;55;Guillaume D.;;Le contenu est présenté de manière trop confuse. Même en étant attentif, il est difficile de suivre le raisonnement.
25;15;55;Guillaume D.;;Le passage du prototype à la production apporte une vision très concrète du cycle de vie d’un projet.
24;16;55;Guillaume D.;;jadore codé ce cours est incroyable.
21;11;57;Abelle C.;24;
22;11;57;Abelle C.;25;
23;11;57;Abelle C.;24;
24;11;57;Abelle C.;24;
25;11;57;Abelle C.;24;
21;12;57;Abelle C.;27;
23;12;57;Abelle C.;26;
24;12;57;Abelle C.;28;
25;12;57;Abelle C.;31;
25;13;57;Abelle C.;33;
25;13;57;Abelle C.;38;
26;13;57;Abelle C.;35;
26;13;57;Abelle C.;39;
25;14;57;Abelle C.;;Le module est intéressant, mais parfois difficile à suivre.
26;14;57;Abelle C.;;Je n’ai pas été satisfait de l’accompagnement. Lorsqu’on ne comprend pas, il est difficile d’obtenir une explication claire.
25;15;57;Abelle C.;;Les applications en télédétection et en vision par ordinateur sont concrètes et motivantes.
24;16;57;Abelle C.;;ce cours est incroyable qui est très utile pour faire de lIA santé.
21;11;57;Antoine G.;24;
22;11;57;Antoine G.;25;
23;11;57;Antoine G.;24;
24;11;57;Antoine G.;25;
25;11;57;Antoine G.;24;
21;12;57;Antoine G.;28;
23;12;57;Antoine G.;26;
25;12;57;Antoine G.;31;
26;13;57;Antoine G.;34;
26;13;57;Antoine G.;35;
26;14;57;Antoine G.;;Je n’ai pas apprécié la manière dont le cours est mené. Il manque de clarté, de dynamisme et de méthode.
21;11;54;Abdoul Salam D.;24;
22;11;54;Abdoul Salam D.;25;
23;11;54;Abdoul Salam D.;24;
24;11;54;Abdoul Salam D.;24;
25;11;54;Abdoul Salam D.;24;
21;12;54;Abdoul Salam D.;28;
23;12;54;Abdoul Salam D.;26;
24;12;54;Abdoul Salam D.;28;
25;12;54;Abdoul Salam D.;31;
25;13;54;Abdoul Salam D.;33;
25;13;54;Abdoul Salam D.;35;
25;13;54;Abdoul Salam D.;39;
26;13;54;Abdoul Salam D.;32;
26;13;54;Abdoul Salam D.;35;
26;13;54;Abdoul Salam D.;39;
25;14;54;Abdoul Salam D.;;ras
26;14;54;Abdoul Salam D.;;Je trouve que le cours manque de pédagogie. Il faudrait prendre plus de temps pour expliquer les bases avant d’aller vers des notions avancées.
25;15;54;Abdoul Salam D.;;Les méthodes de séries temporelles sont utiles et ouvrent de nombreuses possibilités d’application.
24;16;54;Abdoul Salam D.;;merci pour ce cours jai appris beaucoup de choses
21;11;60;Louis G.;24;
22;11;60;Louis G.;25;
23;11;60;Louis G.;25;
24;11;60;Louis G.;24;
25;11;60;Louis G.;24;
21;12;60;Louis G.;27;
24;12;60;Louis G.;28;
25;12;60;Louis G.;31;
25;13;60;Louis G.;32;
25;13;60;Louis G.;35;
25;13;60;Louis G.;39;
26;13;60;Louis G.;32;
26;13;60;Louis G.;35;
25;14;60;Louis G.;;Le module est utile sur le principe, mais il pourrait être plus concret.
26;14;60;Louis G.;;Le cours manque clairement de structure. On passe d’un sujet à l’autre sans vraie logique, ce qui rend la compréhension très difficile.
25;15;60;Louis G.;;Les échanges autour du monde professionnel donnent des repères utiles pour préparer la suite.
21;11;58;Olivier D.;24;
22;11;58;;25;
23;11;58;Luigi N.;24;
24;11;58;Olivier D.;24;
25;11;58;Luigi N.;24;
26;11;58;Olivier D.;24;
21;12;58;Olivier D.;28;
23;12;58;Luigi N.;26;
24;12;58;Olivier D.;28;
25;12;58;Luigi N.;31;
26;12;58;Olivier D.;31;
25;13;58;Luigi N.;32;
25;13;58;Luigi N.;35;
25;13;58;Luigi N.;39;
26;13;58;Olivier D.;32;
26;13;58;Olivier D.;39;
25;14;58;Luigi N.;;L’accompagnement agile pourrait être plus régulier et plus concret.
26;14;58;Olivier D.;;Je suis globalement déçu par ce cours. Je n’ai pas eu l’impression de progresser malgré le temps passé dessus.
25;15;58;Luigi N.;;L’accompagnement agile aide à structurer le projet et à mieux organiser le travail d’équipe.
24;16;58;Olivier D.;;Notre projet de Semestre avec google cest très bien passé :)
21;11;59;Thalita D.;24;
22;11;59;;25;
23;11;59;Xavier C.;24;
24;11;59;Thalita D.;24;
25;11;59;Xavier C.;24;
26;11;59;Thalita D.;24;
21;12;59;Thalita D.;27;
23;12;59;Xavier C.;26;
24;12;59;Thalita D.;28;
25;12;59;Xavier C.;31;
26;12;59;Thalita D.;31;
25;13;59;Xavier C.;32;
25;13;59;Xavier C.;38;
25;13;59;Xavier C.;39;
26;13;59;Thalita D.;35;
26;13;59;Thalita D.;39;
25;14;59;Xavier C.;;Le suivi technique est utile, mais il pourrait être plus approfondi.
26;14;59;Thalita D.;;Les évaluations ne correspondent pas toujours à ce qui a été réellement travaillé en cours, ce qui donne un sentiment d’injustice.
25;15;59;Xavier C.;;Le suivi technique a permis de sécuriser plusieurs choix d’architecture du projet.
24;16;59;Thalita D.;;Notre projet de Semestre avec google cest très bien passé :)
26;11;41;Théo B.;24;
26;12;41;Théo B.;31;
26;11;42;Xavier C.;24;
26;12;42;Xavier C.;31;
26;11;43;Xavier C.;24;
26;12;43;Xavier C.;31;
26;11;44;Thalita D.;24;
26;12;44;Thalita D.;31;
26;11;45;Maksim K.;24;
26;12;45;Maksim K.;31;
26;11;46;Enzo F.;24;
26;12;46;Enzo F.;31;
26;11;47;Cédrine M.;24;
26;12;47;Cédrine M.;31;
26;11;47;Daniel B.;24;
26;12;47;Daniel B.;31;
26;11;48;Florian L.;24;
26;12;48;Florian L.;31;
26;11;49;Issame B.;24;
26;12;49;Issame B.;31;
26;11;50;Ikram C.;24;
26;12;50;Ikram C.;31;
26;11;51;Hannah G.;24;
26;12;51;Hannah G.;31;
26;11;51;Joey B. F.;24;
26;12;51;Joey B. F.;31;
26;11;51;Robert R.;24;
26;12;51;Robert R.;31;
26;11;52;Sonia T.;24;
26;12;52;Sonia T.;31;
26;11;52;Sylvie M.;24;
26;12;52;Sylvie M.;31;
26;11;53;Valentin B.;24;
26;12;53;Valentin B.;31;
26;11;54;Abdoul Salam D.;24;
26;12;54;Abdoul Salam D.;31;
26;11;55;Guillaume D.;24;
26;12;55;Guillaume D.;31;
26;11;56;Domenico M.;24;
26;12;56;Domenico M.;31;
26;11;57;Abelle C.;24;
26;12;57;Abelle C.;31;
26;11;57;Antoine G.;24;
26;12;57;Antoine G.;31;
26;11;60;Louis G.;24;
26;12;60;Louis G.;31;
25;13;57;Antoine G.;37;
25;14;57;Antoine G.;;Les explications et les retours auraient gagné à être plus réguliers et plus détaillés.
21;17;;;;10
22;17;;;;9
23;17;;;;8
24;17;;;;8
25;17;;;;7
26;17;;;;6
27;1;;;2;
27;5;;;;Les espaces communs sont agréables et favorisent les échanges.
27;6;;;15;
27;10;;;;Les travaux en groupe développent efficacement l'autonomie et la communication.
27;11;41;Théo B.;25;
27;11;42;Xavier C.;24;
27;12;42;Xavier C.;31;
27;13;42;Xavier C.;33;
27;13;42;Xavier C.;36;
27;13;42;Xavier C.;39;
27;14;42;Xavier C.;;Les consignes des exercices pourraient être plus détaillées et mieux illustrées.
27;15;42;Xavier C.;;Le projet permet de comprendre concrètement l'utilité des concepts abordés.
27;11;43;Xavier C.;24;
27;12;43;Xavier C.;30;
27;13;43;Xavier C.;36;
27;13;43;Xavier C.;39;
27;14;43;Xavier C.;;Certains prérequis auraient mérité un rappel avant d'aborder les notions avancées.
27;15;43;Xavier C.;;Les exemples professionnels donnent du sens aux notions étudiées.
27;11;44;Thalita D.;24;
27;12;44;Thalita D.;29;
27;13;44;Thalita D.;39;
27;14;44;Thalita D.;;Les retours sur les travaux pourraient être plus réguliers et plus précis.
27;11;45;Maksim K.;25;
27;11;46;Enzo F.;24;
27;12;46;Enzo F.;27;
27;11;47;Cédrine M.;24;
27;12;47;Cédrine M.;26;
27;16;47;Cédrine M.;;Les objectifs sont clairement annoncés et la progression est cohérente.
27;11;47;Daniel B.;25;
27;11;48;Florian L.;24;
27;12;48;Florian L.;31;
27;13;48;Florian L.;35;
27;13;48;Florian L.;38;
27;13;48;Florian L.;33;
27;14;48;Florian L.;;La préparation de l'évaluation pourrait être davantage structurée.
27;15;48;Florian L.;;Les ressources complémentaires permettent de progresser après les séances.
27;11;49;Issame B.;25;
27;11;50;Ikram C.;24;
27;12;50;Ikram C.;29;
27;13;50;Ikram C.;33;
27;14;50;Ikram C.;;Les objectifs attendus ne sont pas toujours assez explicites au début des activités.
27;11;51;Joey B. F.;24;
27;12;51;Joey B. F.;28;
27;16;51;Joey B. F.;;Le cours est bien structuré et les exemples facilitent la compréhension.
27;11;51;Robert R.;25;
27;11;51;Hannah G.;24;
27;12;51;Hannah G.;30;
27;13;51;Hannah G.;38;
27;13;51;Hannah G.;33;
27;14;51;Hannah G.;;Certains prérequis auraient mérité un rappel avant d'aborder les notions avancées.
27;15;51;Hannah G.;;Les exemples professionnels donnent du sens aux notions étudiées.
27;11;52;Sonia T.;24;
27;12;52;Sonia T.;27;
27;11;52;Sylvie M.;24;
27;12;52;Sylvie M.;28;
